# VERSION  10202
#
# format                    ions (mass fraction)     
# created at                Wed Sep  6 02:53:45 2017 
# created by                alex                     
# created on                aurum.maths.monash.edu   
# created from              /home/alex/Downloads/s1#hign
# file date                 Wed Sep  6 02:53:27 2017 
# created as                /home/alex/Downloads/s1@hign
# cycle                     3657                     
# time (sec)                5.92904631975508600e+15  
# time offset (sec)         0.00000000000000000e+00  
# GIT  SHA                  0000000000000000000000000000000000000000
# GIT  BRANCH               (NOT ON BRANCH)
# UUID PROG                 00000000-0000-0000-0000-000000000000 
# UUID RUN                  00000000-0000-0000-0000-000000000000 
# UUID CYCLE                00000000-0000-0000-0000-000000000000 
# UUID DUMP                 00000000-0000-0000-0000-000000000000 
# UUID EXEC                 00000000-0000-0000-0000-000000000000 
# UUID THIS FILE            99b91b9e-92ae-11e7-ae34-3417ebbdc1fc (Wed Sep  6 02:53:45 2017)
#
# grid                cell mass    cell outer total mass        cell outer radius      cell outer velocity             cell density         cell temperature            cell pressure   cell spec. int. energy    cell specific entropy    cell angular velocity               cell A_bar                 cell Y_e                      nt1                       h1                      he4                      c12                      n14                      o16                     ne20                     mg24                     si28                      s32                     ar36                     ca40                     ti44                     cr48                     fe52                     fe54                     ni56                     fe56                     'fe'
# unit                        g                        g                       cm                   cm/sec                  g/cm**3                        K                dyn/cm**2                    erg/g                kb/baryon                  rad/sec                      amu                                     mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction
   497  1.77011738704460478e+30  1.14669194246733657e+33  1.99574735111216431e+10 -2.53067476490246087e-09  1.59444631865323885e+01  6.85571191648971476e+06  1.48048801872397400e+16  1.38821378974806250e+15  1.71387014620655798e+01  0.00000000000000000e+00  1.28157241020329526e+00  8.55442752383495764e-01  0.00000000000000000e+00  7.10878917590287873e-01  2.73998685555534804e-01  2.48998297402523759e-03  7.99101535851148045e-04  6.61796725428610323e-03  1.30599353794394685e-03  7.91396084172135282e-04  8.29395896149031741e-04  4.23297905521937106e-04  1.13099440383960631e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191584e-05  0.00000000000000000e+00  1.46099277100765848e-03  0.00000000000000000e+00                        -                        -
   498  1.76887918408618196e+30  1.14846082165142276e+33  1.99796925330434494e+10 -2.50861504195296412e-09  1.58879852672322546e+01  6.84863384142477904e+06  1.47369925598326800e+16  1.38677475741466350e+15  1.71419877772094686e+01  0.00000000000000000e+00  1.28157126717658576e+00  8.55443100523549438e-01  0.00000000000000000e+00  7.10879974124898339e-01  2.73998684149103555e-01  2.48998310271794383e-03  7.99101385709320255e-04  6.61796725428648487e-03  1.30599353794394642e-03  7.91396084172135174e-04  8.29395896149031633e-04  4.23297905521937052e-04  1.13099440383960617e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191584e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   499  1.76765031921721508e+30  1.15022847197063997e+33  2.00019256208584824e+10 -2.48652486572743863e-09  1.58316405555388897e+01  6.84156068391551916e+06  1.46693493447066120e+16  1.38533678917817500e+15  1.71452801026260921e+01  0.00000000000000000e+00  1.28157013304688894e+00  8.55443445949853998e-01  0.00000000000000000e+00  7.10881022438863086e-01  2.73998682790959180e-01  2.48998322798636706e-03  7.99101239562504577e-04  6.61796725428685523e-03  1.30599353794394642e-03  7.91396084172135174e-04  8.29395896149031633e-04  4.23297905521937052e-04  1.13099440383960604e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191516e-05  0.00000000000000000e+00  1.46099277100765804e-03  0.00000000000000000e+00                        -                        -
   500  1.76643077417658044e+30  1.15199490274481655e+33  2.00241730082319984e+10 -2.46440397400046919e-09  1.57754285363782323e+01  6.83449238503950648e+06  1.46019494269512120e+16  1.38389987272762900e+15  1.71485784668804513e+01  0.00000000000000000e+00  1.28156900824052600e+00  8.55443788532783134e-01  0.00000000000000000e+00  7.10882062143428084e-01  2.73998681479677320e-01  2.48998334992128496e-03  7.99101097304787795e-04  6.61796725428721519e-03  1.30599353794394642e-03  7.91396084172134957e-04  8.29395896149031633e-04  4.23297905521937052e-04  1.13099440383960604e-04  7.38096347899211598e-05  3.82798105914951871e-06  3.42898303339191448e-05  0.00000000000000000e+00  1.46099277100765804e-03  0.00000000000000000e+00                        -                        -
   501  1.76522053084669305e+30  1.15376012327566324e+33  2.00464349294717789e+10 -2.44225210311159762e-09  1.57193486933947906e+01  6.82742888597669173e+06  1.45347916992370480e+16  1.38246399616682850e+15  1.71518829041076870e+01  0.00000000000000000e+00  1.28156789268235749e+00  8.55444128295395512e-01  0.00000000000000000e+00  7.10883093307767888e-01  2.73998680213617896e-01  2.48998346860851167e-03  7.99100958836051643e-04  6.61796725428756387e-03  1.30599353794394642e-03  7.91396084172134957e-04  8.29395896149031633e-04  4.23297905521937052e-04  1.13099440383960604e-04  7.38096347899211598e-05  3.82798105914951871e-06  3.42898303339191448e-05  0.00000000000000000e+00  1.46099277100765804e-03  0.00000000000000000e+00                        -                        -
   502  1.76401957125811834e+30  1.15552414284692136e+33  2.00687116195405388e+10 -2.42006898795817223e-09  1.56634005134425447e+01  6.82037012800399680e+06  1.44678750617625580e+16  1.38102914762036000e+15  1.71551934486526321e+01  0.00000000000000000e+00  1.28156678629774246e+00  8.55444465260591702e-01  0.00000000000000000e+00  7.10884116000609634e-01  2.73998678991194622e-01  2.48998358413357688e-03  7.99100824056509949e-04  6.61796725428789780e-03  1.30599353794394642e-03  7.91396084172134740e-04  8.29395896149031525e-04  4.23297905521936998e-04  1.13099440383960590e-04  7.38096347899211598e-05  3.82798105914951787e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765782e-03  0.00000000000000000e+00                        -                        -
   503  1.76282787758668985e+30  1.15728697072450805e+33  2.00910033140704117e+10 -2.39785436175001012e-09  1.56075834851356792e+01  6.81331605248984788e+06  1.44011984222092800e+16  1.37959531536097050e+15  1.71585101368342414e+01  0.00000000000000000e+00  1.28156568884734656e+00  8.55444799501413167e-01  0.00000000000000000e+00  7.10885130441084367e-01  2.73998677810800617e-01  2.48998369657915143e-03  7.99100692869724339e-04  6.61796725428822046e-03  1.30599353794394642e-03  7.91396084172134740e-04  8.29395896149031416e-04  4.23297905521936998e-04  1.13099440383960590e-04  7.38096347899211462e-05  3.82798105914951787e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765782e-03  0.00000000000000000e+00                        -                        -
   504  1.76164543215408568e+30  1.15904861615666214e+33  2.01133102493733826e+10 -2.37560795612423639e-09  1.55518971017410337e+01  6.80626660088862665e+06  1.43347606956584280e+16  1.37816248754929125e+15  1.71618330033937170e+01  0.00000000000000000e+00  1.28156460025979357e+00  8.55445131039753170e-01  0.00000000000000000e+00  7.10886136694939275e-01  2.73998676670968944e-01  2.48998380602574688e-03  7.99100565181752381e-04  6.61796725428853965e-03  1.30599353794394642e-03  7.91396084172134957e-04  8.29395896149031525e-04  4.23297905521937052e-04  1.13099440383960604e-04  7.38096347899211598e-05  3.82798105914951787e-06  3.42898303339191448e-05  0.00000000000000000e+00  1.46099277100765804e-03  0.00000000000000000e+00                        -                        -
   505  1.76047221742494621e+30  1.16080908837408708e+33  2.01356326624537888e+10 -2.35332950128826766e-09  1.54963408597254872e+01  6.79922171473504510e+06  1.42685608045755580e+16  1.37673065236325150e+15  1.71651620832776004e+01  0.00000000000000000e+00  1.28156352046433675e+00  8.55445459897306804e-01  0.00000000000000000e+00  7.10887134827347333e-01  2.73998675570285954e-01  2.48998391255179658e-03  7.99100440901092507e-04  6.61796725428884410e-03  1.30599353794394642e-03  7.91396084172134957e-04  8.29395896149031525e-04  4.23297905521937052e-04  1.13099440383960617e-04  7.38096347899211598e-05  3.82798105914951787e-06  3.42898303339191448e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   506  1.75930821601033286e+30  1.16256839659009742e+33  2.01579707910230675e+10 -2.33101872596038615e-09  1.54409142572600722e+01  6.79218133563842345e+06  1.42025976787149120e+16  1.37529979812557200e+15  1.71684974134165422e+01  0.00000000000000000e+00  1.28156244922495111e+00  8.55445786146088571e-01  0.00000000000000000e+00  7.10888125054423781e-01  2.73998674507313855e-01  2.48998401623423985e-03  7.99100319937986222e-04  6.61796725428914073e-03  1.30599353794394642e-03  7.91396084172134957e-04  8.29395896149031525e-04  4.23297905521937106e-04  1.13099440383960617e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191516e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   507  1.75815341066426929e+30  1.16432655000076169e+33  2.01803248735123596e+10 -2.30867535690700537e-09  1.53856167957429246e+01  6.78514540527685173e+06  1.41368702551137180e+16  1.37386991317152525e+15  1.71718390309207720e+01  0.00000000000000000e+00  1.28156138630864258e+00  8.55446109857184722e-01  0.00000000000000000e+00  7.10889107589513403e-01  2.73998673480673305e-01  2.48998411714751585e-03  7.99100202205579608e-04  6.61796725428942436e-03  1.30599353794394642e-03  7.91396084172134957e-04  8.29395896149031416e-04  4.23297905521937106e-04  1.13099440383960617e-04  7.38096347899211733e-05  3.82798105914951787e-06  3.42898303339191448e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   508  1.75700778428489436e+30  1.16608355778504658e+33  2.02026951490727806e+10 -2.28629911970266255e-09  1.53304479882931801e+01  6.77811386539130844e+06  1.40713774779941720e+16  1.37244098507985275e+15  1.71751869624678797e+01  0.00000000000000000e+00  1.28156033247780798e+00  8.55446430798592838e-01  0.00000000000000000e+00  7.10890081736931467e-01  2.73998672489453199e-01  2.48998421536240867e-03  7.99100087621293321e-04  6.61796725428969845e-03  1.30599353794394642e-03  7.91396084172134957e-04  8.29395896149031308e-04  4.23297905521937052e-04  1.13099440383960617e-04  7.38096347899211733e-05  3.82798105914951787e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   509  1.75587131991273274e+30  1.16783942910495931e+33  2.02250818576049690e+10 -2.26388973777703628e-09  1.52754073396179866e+01  6.77108665777959954e+06  1.40061182987334520e+16  1.37101300247515800e+15  1.71785412492021123e+01  0.00000000000000000e+00  1.28155928716216683e+00  8.55446749144088248e-01  0.00000000000000000e+00  7.10891048018049476e-01  2.73998671532208138e-01  2.48998431095067948e-03  7.99099976101413619e-04  6.61796725428996993e-03  1.30599353794394642e-03  7.91396084172134957e-04  8.29395896149031199e-04  4.23297905521937052e-04  1.13099440383960617e-04  7.38096347899211733e-05  3.82798105914951787e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765804e-03  0.00000000000000000e+00                        -                        -
   510  1.75474400073357721e+30  1.16959417310569289e+33  2.02474852397656441e+10 -2.24144693362765364e-09  1.52204943619340458e+01  6.76406372429019958e+06  1.39410916758301500e+16  1.36958595360408650e+15  1.71819019271025262e+01  0.00000000000000000e+00  1.28155825029401416e+00  8.55447064914413025e-01  0.00000000000000000e+00  7.10892006495260520e-01  2.73998670607755790e-01  2.48998440398110008e-03  7.99099867565693711e-04  6.61796725429022927e-03  1.30599353794394685e-03  7.91396084172134957e-04  8.29395896149031308e-04  4.23297905521937106e-04  1.13099440383960631e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191448e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   511  1.75362581007157113e+30  1.17134779891576446e+33  2.02699055369805336e+10 -2.21897042720916695e-09  1.51657085705472419e+01  6.75704500681599416e+06  1.38762965748035100e+16  1.36815982672331150e+15  1.71852690323568211e+01  0.00000000000000000e+00  1.28155722180623788e+00  8.55447378130124614e-01  0.00000000000000000e+00  7.10892957230421674e-01  2.73998669714957233e-01  2.48998449452067592e-03  7.99099761935969776e-04  6.61796725429048341e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031308e-04  4.23297905521937106e-04  1.13099440383960631e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191448e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   512  1.75251673139382012e+30  1.17310031564715828e+33  2.02923429914573517e+10 -2.19645993755166887e-09  1.51110494839045426e+01  6.75003044728790503e+06  1.38117319681983880e+16  1.36673461009823650e+15  1.71886426013542533e+01  0.00000000000000000e+00  1.28155620163231099e+00  8.55447688811596607e-01  0.00000000000000000e+00  7.10893900284852109e-01  2.73998668852713900e-01  2.48998458263458835e-03  7.99099659136195115e-04  6.61796725429072367e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031416e-04  4.23297905521937106e-04  1.13099440383960631e-04  7.38096347899211869e-05  3.82798105914951871e-06  3.42898303339191516e-05  0.00000000000000000e+00  1.46099277100765848e-03  0.00000000000000000e+00                        -                        -
   513  1.75141674831096852e+30  1.17485173239546925e+33  2.03147978462030869e+10 -2.17391518127512943e-09  1.50565166207423307e+01  6.74301998766834103e+06  1.37473968354942560e+16  1.36531029225620750e+15  1.71920226742304365e+01  0.00000000000000000e+00  1.28155518937562762e+00  8.55447997079701539e-01  0.00000000000000000e+00  7.10894836021321419e-01  2.73998668019847513e-01  2.48998466838645013e-03  7.99099559092148934e-04  6.61796725429095352e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031416e-04  4.23297905521937106e-04  1.13099440383960631e-04  7.38096347899211869e-05  3.82798105914951871e-06  3.42898303339191516e-05  0.00000000000000000e+00  1.46099277100765848e-03  0.00000000000000000e+00                        -                        -
   514  1.75032584457258774e+30  1.17660205824004184e+33  2.03372703450266266e+10 -2.15133587372965992e-09  1.50021095099483901e+01  6.73601356994454842e+06  1.36832901630780420e+16  1.36388686109088200e+15  1.71954092824304716e+01  0.00000000000000000e+00  1.28155418547070443e+00  8.55448302802247484e-01  0.00000000000000000e+00  7.10895764043563916e-01  2.73998667215517189e-01  2.48998475183832835e-03  7.99099461731426260e-04  6.61796725429118771e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031416e-04  4.23297905521937106e-04  1.13099440383960617e-04  7.38096347899211869e-05  3.82798105914951871e-06  3.42898303339191516e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   515  1.74924400407063497e+30  1.17835130224411247e+33  2.03597607325604095e+10 -2.12872172822898369e-09  1.49478276778323362e+01  6.72901113612179924e+06  1.36194109441888480e+16  1.36246430501481350e+15  1.71988024647458708e+01  0.00000000000000000e+00  1.28155318968531629e+00  8.55448606050046800e-01  0.00000000000000000e+00  7.10896684564227388e-01  2.73998666438675487e-01  2.48998483305042486e-03  7.99099366983784670e-04  6.61796725429140541e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031416e-04  4.23297905521937052e-04  1.13099440383960604e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191448e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   516  1.74817121083541800e+30  1.18009947345494789e+33  2.03822692542716064e+10 -2.10607245638578170e-09  1.48936706551876838e+01  6.72201262821640819e+06  1.35557581788614080e+16  1.36104261231610600e+15  1.72022022583959533e+01  0.00000000000000000e+00  1.28155220195351416e+00  8.55448906843281676e-01  0.00000000000000000e+00  7.10897597644097545e-01  2.73998665688368614e-01  2.48998491208150688e-03  7.99099274780671362e-04  6.61796725429161532e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031416e-04  4.23297905521937052e-04  1.13099440383960590e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191448e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   517  1.74710744903905393e+30  1.18184658090398695e+33  2.04047961564733391e+10 -2.08338776816657854e-09  1.48396379773081044e+01  6.71501798824860249e+06  1.34923308738932860e+16  1.35962177115476525e+15  1.72056086989832480e+01  0.00000000000000000e+00  1.28155122237936192e+00  8.55449205150364489e-01  0.00000000000000000e+00  7.10898503188697184e-01  2.73998664963731875e-01  2.48998498898870884e-03  7.99099185055422104e-04  6.61796725429182348e-03  1.30599353794394685e-03  7.91396084172134632e-04  8.29395896149031416e-04  4.23297905521936998e-04  1.13099440383960577e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191448e-05  0.00000000000000000e+00  1.46099277100765804e-03  0.00000000000000000e+00                        -                        -
   518  1.74605270299085757e+30  1.18359263360697780e+33  2.04273416863444481e+10 -2.06066737134615471e-09  1.47857291783613896e+01  6.70802715823520999e+06  1.34291280427813860e+16  1.35820177007558550e+15  1.72090218276821822e+01  0.00000000000000000e+00  1.28155025056611316e+00  8.55449501092189535e-01  0.00000000000000000e+00  7.10899401560917799e-01  2.73998664263769842e-01  2.48998506382836285e-03  7.99099097742315490e-04  6.61796725429202211e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031416e-04  4.23297905521937052e-04  1.13099440383960577e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191516e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   519  1.74500695714080011e+30  1.18533764056411860e+33  2.04499060919345627e+10 -2.03791097184568192e-09  1.47319438011464445e+01  6.70104008018217608e+06  1.33661487056858680e+16  1.35678259711116950e+15  1.72124416787212731e+01  0.00000000000000000e+00  1.28154928678415980e+00  8.55449794586519485e-01  0.00000000000000000e+00  7.10900292514377252e-01  2.73998663587733060e-01  2.48998513665379083e-03  7.99099012779148020e-04  6.61796725429221553e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031416e-04  4.23297905521937052e-04  1.13099440383960577e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191516e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   520  1.74397019607777980e+30  1.18708161076019638e+33  2.04724896221903305e+10 -2.01511827410448872e-09  1.46782813832544861e+01  6.69405669607687090e+06  1.33033918893834560e+16  1.35536424105455350e+15  1.72158682972149890e+01  0.00000000000000000e+00  1.28154833030710269e+00  8.55450085854611353e-01  0.00000000000000000e+00  7.10901176713030991e-01  2.73998662934600345e-01  2.48998520751839234e-03  7.99098930103620680e-04  6.61796725429240288e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031416e-04  4.23297905521937052e-04  1.13099440383960577e-04  7.38096347899211733e-05  3.82798105914951871e-06  3.42898303339191516e-05  0.00000000000000000e+00  1.46099277100765848e-03  0.00000000000000000e+00                        -                        -
   521  1.74294240452962193e+30  1.18882455316472600e+33  2.04950925269500809e+10 -1.99228898035836686e-09  1.46247414777274241e+01  6.68707694788023178e+06  1.32408566272096760e+16  1.35394668954823000e+15  1.72193017124072654e+01  0.00000000000000000e+00  1.28154738190778228e+00  8.55450374661238966e-01  0.00000000000000000e+00  7.10902053451618388e-01  2.73998662303820417e-01  2.48998527647368564e-03  7.99098849655617061e-04  6.61796725429258069e-03  1.30599353794394642e-03  7.91396084172134632e-04  8.29395896149031199e-04  4.23297905521936998e-04  1.13099440383960563e-04  7.38096347899211733e-05  3.82798105914951787e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   522  1.74192356735962007e+30  1.19056647673208562e+33  2.05177150569702911e+10 -1.96942279069404944e-09  1.45713236323223967e+01  6.68010077751866728e+06  1.31785419590189880e+16  1.35252993099761425e+15  1.72227419645059676e+01  0.00000000000000000e+00  1.28154644135472839e+00  8.55450661076959773e-01  0.00000000000000000e+00  7.10902922942082904e-01  2.73998661694569712e-01  2.48998534356986928e-03  7.99098771376584934e-04  6.61796725429275590e-03  1.30599353794394620e-03  7.91396084172134632e-04  8.29395896149031091e-04  4.23297905521936944e-04  1.13099440383960563e-04  7.38096347899211598e-05  3.82798105914951702e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   523  1.74091366956999482e+30  1.19230739040165562e+33  2.05403574639393654e+10 -1.94651940361803571e-09  1.45180273978995409e+01  6.67312812687573303e+06  1.31164469311475640e+16  1.35111395379718350e+15  1.72261890938726125e+01  0.00000000000000000e+00  1.28154550842053250e+00  8.55450945171092436e-01  0.00000000000000000e+00  7.10903785392663301e-01  2.73998661106058916e-01  2.48998540885582995e-03  7.99098695209482144e-04  6.61796725429292243e-03  1.30599353794394620e-03  7.91396084172134632e-04  8.29395896149031091e-04  4.23297905521936944e-04  1.13099440383960563e-04  7.38096347899211598e-05  3.82798105914951702e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   524  1.73991269630189384e+30  1.19404730309795751e+33  2.05630200004894485e+10 -1.92357851529725251e-09  1.44648523297338478e+01  6.66615893778358027e+06  1.30545705963564300e+16  1.34969874620441425e+15  1.72296431392687381e+01  0.00000000000000000e+00  1.28154458304523811e+00  8.55451226961965960e-01  0.00000000000000000e+00  7.10904640858664449e-01  2.73998660537573269e-01  2.48998547237919620e-03  7.99098621098747451e-04  6.61796725429308636e-03  1.30599353794394620e-03  7.91396084172134523e-04  8.29395896149030983e-04  4.23297905521936944e-04  1.13099440383960549e-04  7.38096347899211598e-05  3.82798105914951702e-06  3.42898303339191313e-05  0.00000000000000000e+00  1.46099277100765826e-03  0.00000000000000000e+00                        -                        -
   525  1.73892063282962721e+30  1.19578622373078714e+33  2.05857029202103539e+10 -1.90059982014576810e-09  1.44117979861406056e+01  6.65919315201417636e+06  1.29929120137924200e+16  1.34828429646554050e+15  1.72331041396426023e+01  0.00000000000000000e+00  1.28154366516943052e+00  8.55451506467742706e-01  0.00000000000000000e+00  7.10905489394893952e-01  2.73998659988422377e-01  2.48998553418635022e-03  7.99098548990262794e-04  6.61796725429324682e-03  1.30599353794394620e-03  7.91396084172134523e-04  8.29395896149031091e-04  4.23297905521936944e-04  1.13099440383960549e-04  7.38096347899211598e-05  3.82798105914951702e-06  3.42898303339191313e-05  0.00000000000000000e+00  1.46099277100765848e-03  0.00000000000000000e+00                        -                        -
   526  1.73793746456816142e+30  1.19752416119535530e+33  2.06084064776636887e+10 -1.87758301039203565e-09  1.43588639284681356e+01  6.65223071127025690e+06  1.29314702489401680e+16  1.34687059281375600e+15  1.72365721341280178e+01  0.00000000000000000e+00  1.28154275473417290e+00  8.55451783706436930e-01  0.00000000000000000e+00  7.10906331055724761e-01  2.73998659457940941e-01  2.48998559432247763e-03  7.99098478831310687e-04  6.61796725429340121e-03  1.30599353794394620e-03  7.91396084172134632e-04  8.29395896149031199e-04  4.23297905521936998e-04  1.13099440383960563e-04  7.38096347899211598e-05  3.82798105914951702e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765869e-03  0.00000000000000000e+00                        -                        -
   527  1.73696317706735481e+30  1.19926112437242266e+33  2.06311309283969803e+10 -1.85452777626359337e-09  1.43060497211015676e+01  6.64527155717599671e+06  1.28702443735832960e+16  1.34545762346728350e+15  1.72400471620408098e+01  0.00000000000000000e+00  1.28154185168104306e+00  8.55452058695902684e-01  0.00000000000000000e+00  7.10907165895049653e-01  2.73998658945485030e-01  2.48998565283160139e-03  7.99098410570538869e-04  6.61796725429354606e-03  1.30599353794394620e-03  7.91396084172134632e-04  8.29395896149031199e-04  4.23297905521936944e-04  1.13099440383960549e-04  7.38096347899211598e-05  3.82798105914951702e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765869e-03  0.00000000000000000e+00                        -                        -
   528  1.73599775601080459e+30  1.20099712212843346e+33  2.06538765289578857e+10 -1.83143380556171462e-09  1.42533549314555827e+01  6.63831563126741257e+06  1.28092334657559920e+16  1.34404537662743325e+15  1.72435292628770611e+01  0.00000000000000000e+00  1.28154095595211293e+00  8.55452331453842030e-01  0.00000000000000000e+00  7.10907993966318430e-01  2.73998658450434529e-01  2.48998570975658825e-03  7.99098344157928107e-04  6.61796725429368918e-03  1.30599353794394642e-03  7.91396084172134740e-04  8.29395896149031308e-04  4.23297905521936998e-04  1.13099440383960563e-04  7.38096347899211733e-05  3.82798105914951702e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765869e-03  0.00000000000000000e+00                        -                        -
   529  1.73504118721872917e+30  1.20273216331565219e+33  2.06766435369085274e+10 -1.80830078440810071e-09  1.42007791299742561e+01  6.63136287498246413e+06  1.27484366097009020e+16  1.34263384047659200e+15  1.72470184763101990e+01  0.00000000000000000e+00  1.28154006748993909e+00  8.55452601997806261e-01  0.00000000000000000e+00  7.10908815322527587e-01  2.73998657972190529e-01  2.48998576513919517e-03  7.99098279544766281e-04  6.61796725429382796e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031416e-04  4.23297905521937052e-04  1.13099440383960577e-04  7.38096347899211733e-05  3.82798105914951787e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765891e-03  0.00000000000000000e+00                        -                        -
   530  1.73409345664566233e+30  1.20446625677229785e+33  2.06994322108419876e+10 -1.78512839645319773e-09  1.41483218888270326e+01  6.62441322965083178e+06  1.26878528958334360e+16  1.34122300330076525e+15  1.72505148439573937e+01  0.00000000000000000e+00  1.28153918607274298e+00  8.55452870395379761e-01  0.00000000000000000e+00  7.10909630166765893e-01  2.73998657510141352e-01  2.48998581902004764e-03  7.99098216683657493e-04  6.61796725429396066e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031525e-04  4.23297905521937052e-04  1.13099440383960577e-04  7.38096347899211869e-05  3.82798105914951787e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765891e-03  0.00000000000000000e+00                        -                        -
   531  1.73315455038391196e+30  1.20619941132268177e+33  2.07222428103904877e+10 -1.76191632324449043e-09  1.40959827871592758e+01  6.61746663648336753e+06  1.26274814206861720e+16  1.33981285298732750e+15  1.72540184022766105e+01  0.00000000000000000e+00  1.28153831197559986e+00  8.55453136562867700e-01  0.00000000000000000e+00  7.10910438248335552e-01  2.73998657063799445e-01  2.48998587143882876e-03  7.99098155528295360e-04  6.61796725429408990e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031525e-04  4.23297905521937052e-04  1.13099440383960563e-04  7.38096347899211869e-05  3.82798105914951787e-06  3.42898303339191380e-05  0.00000000000000000e+00  1.46099277100765891e-03  0.00000000000000000e+00                        -                        -
   532  1.73222445465606607e+30  1.20793163577733783e+33  2.07450755962462921e+10 -1.73866424413480368e-09  1.40437614031797118e+01  6.61052303656120319e+06  1.25673212868801880e+16  1.33840337777529725e+15  1.72575291932435881e+01  0.00000000000000000e+00  1.28153744497581012e+00  8.55453400568130795e-01  0.00000000000000000e+00  7.10911239771162329e-01  2.73998656632590709e-01  2.48998592243414437e-03  7.99098096033654484e-04  6.61796725429422000e-03  1.30599353794394685e-03  7.91396084172134740e-04  8.29395896149031633e-04  4.23297905521937052e-04  1.13099440383960577e-04  7.38096347899212004e-05  3.82798105914951871e-06  3.42898303339191448e-05  0.00000000000000000e+00  1.46099277100765913e-03  0.00000000000000000e+00                        -                        -
